a,b,mean_a,mean_b,median_a,median_b,t_stat,t_p_raw,t_p_fdr,u_stat,u_p_raw,u_p_fdr
ppo_reward_shaping,ppo_preshield_soft,0.11791921937073557,0.07260372325472439,0.11387511275075447,0.07389239574596834,6.264444532124799,2.6605644209332326e-05,7.981693262799698e-05,99.0,0.0002461281279052297,0.0008860612604588269
ppo_reward_shaping,ppo_preshield_hard,0.11791921937073557,0.10076391160390111,0.11387511275075447,0.09970881622721506,2.4049174190013485,0.032156734394686054,0.04823510159202908,74.0,0.07566157214388701,0.10088209619184935
ppo_reward_shaping,ppo_layer_soft,0.11791921937073557,0.0726110535814007,0.11387511275075447,0.07258990382331591,6.165764399488037,2.5864817019713797e-05,7.981693262799698e-05,99.0,0.0002461281279052297,0.0008860612604588269
ppo_reward_shaping,ppo_layer_hard,0.11791921937073557,0.10576921126553121,0.11387511275075447,0.10655034420113031,1.7399342453694477,0.10762352962639325,0.13837310951964849,64.0,0.3074894566186813,0.3459256386960165
ppo_reward_shaping,cppo,0.11791921937073557,0.0899472925528962,0.11387511275075447,0.10047034328579793,2.16619512066731,0.04750798947503067,0.06841150484404417,74.0,0.07566157214388701,0.10088209619184935
ppo_semantic_loss,ppo_action_mask,0.14736211430173546,0.09336998115325298,0.14752271543933698,0.09137623174222484,6.458048286111964,6.0950499213092255e-05,0.00016878599782087087,100.0,0.00018267179110955002,0.0008220230599929751
ppo_semantic_loss,ppo_preshield_soft,0.14736211430173546,0.07260372325472439,0.14752271543933698,0.07389239574596834,8.611991343963332,1.9258962525693984e-06,9.904609298928335e-06,100.0,0.00018267179110955002,0.0008220230599929751
ppo_semantic_loss,ppo_preshield_hard,0.14736211430173546,0.10076391160390111,0.14752271543933698,0.09970881622721506,5.42009536650109,0.00018162027816004213,0.0003846076478683245,98.0,0.0003298385207779935,0.0009133989806159819
ppo_semantic_loss,ppo_layer_soft,0.14736211430173546,0.0726110535814007,0.14752271543933698,0.07258990382331591,8.517236715637829,1.6891245614299953e-06,9.904609298928335e-06,100.0,0.00018267179110955002,0.0008220230599929751
ppo_semantic_loss,ppo_layer_hard,0.14736211430173546,0.10576921126553121,0.14752271543933698,0.10655034420113031,4.908918342209254,0.00047688388866486,0.00095376777732972,96.0,0.0005828399431792745,0.0013988158636302588
ppo_semantic_loss,cppo,0.14736211430173546,0.0899472925528962,0.14752271543933698,0.10047034328579793,4.167814984442534,0.0006947691366108767,0.0013164046798942927,94.0,0.0010079762403767444,0.0019098497186085682
ppo_action_mask,ppo_preshield_soft,0.09336998115325298,0.07260372325472439,0.09137623174222484,0.07389239574596834,5.264776763865978,7.660402129914924e-05,0.0001969817690549552,94.0,0.0010079762403767444,0.0019098497186085682
ppo_action_mask,ppo_preshield_hard,0.09336998115325298,0.10076391160390111,0.09137623174222484,0.09970881622721506,-1.9679324130420952,0.06595857445527234,0.08794476594036311,25.0,0.06402210128302689,0.09603315192454034
ppo_action_mask,ppo_layer_soft,0.09336998115325298,0.0726110535814007,0.09137623174222484,0.07258990382331591,5.001210904927502,0.0001470237689824987,0.0003308034802106221,95.0,0.0007685389131627666,0.0016274941690505645
ppo_action_mask,ppo_layer_hard,0.09336998115325298,0.10576921126553121,0.09137623174222484,0.10655034420113031,-3.58032417881839,0.0022084620557007344,0.003975231700261322,14.0,0.0072845570094796615,0.011920184197330356
ppo_action_mask,cppo,0.09336998115325298,0.0899472925528962,0.09137623174222484,0.10047034328579793,0.3002190138605095,0.7703283707396279,0.79233775276076,39.0,0.4273553138978077,0.46620579697942655
ppo_preshield_soft,ppo_preshield_hard,0.07260372325472439,0.10076391160390111,0.07389239574596834,0.09970881622721506,-6.364840396854579,5.524192038237613e-06,2.4858864172069256e-05,2.0,0.0003298385207779935,0.0009133989806159819
ppo_preshield_soft,ppo_layer_soft,0.07260372325472439,0.0726110535814007,0.07389239574596834,0.07258990382331591,-0.0015389826486784525,0.9987890891787029,0.9987890891787029,51.0,0.9698499769931556,0.9975599763358171
ppo_preshield_soft,ppo_layer_hard,0.07260372325472439,0.10576921126553121,0.07389239574596834,0.10655034420113031,-7.939053802757569,3.621606976172791e-07,4.345928371407349e-06,0.0,0.00018267179110955002,0.0008220230599929751
