episode,reward,violations,violation_rate,modifications,modification_rate
1,48.0,8,0.16666666666666666,8,0.16666666666666666
2,60.0,16,0.14814814814814814,16,0.14814814814814814
3,30.0,17,0.12318840579710146,17,0.12318840579710146
4,11.0,19,0.12751677852348994,19,0.12751677852348994
5,110.0,28,0.10810810810810811,28,0.10810810810810811
6,144.0,39,0.0967741935483871,39,0.0967741935483871
7,163.0,47,0.08303886925795052,47,0.08303886925795052
8,30.0,48,0.08053691275167785,48,0.08053691275167785
9,112.0,61,0.08615819209039548,61,0.08615819209039548
10,23.0,61,0.08344733242134063,61,0.08344733242134063
11,20.0,62,0.08255659121171771,62,0.08255659121171771
12,27.0,62,0.07969151670951156,62,0.07969151670951156
13,27.0,64,0.07950310559006211,64,0.07950310559006211
14,65.0,73,0.0839080459770115,73,0.0839080459770115
15,21.0,75,0.08417508417508418,75,0.08417508417508418
16,37.0,80,0.08620689655172414,80,0.08620689655172414
17,53.0,85,0.08664627930682976,85,0.08664627930682976
18,299.0,107,0.08359375,107,0.08359375
19,97.0,114,0.08278867102396514,114,0.08278867102396514
20,103.0,123,0.0831081081081081,123,0.0831081081081081
21,133.0,135,0.08369497830130192,135,0.08369497830130192
22,167.0,145,0.08146067415730338,145,0.08146067415730338
23,34.0,146,0.0804851157662624,146,0.0804851157662624
24,68.0,152,0.08076514346439957,152,0.08076514346439957
25,10.0,153,0.08086680761099366,153,0.08086680761099366
26,78.0,159,0.08071065989847716,159,0.08071065989847716
27,20.0,159,0.07989949748743719,159,0.07989949748743719
28,191.0,174,0.07977991746905089,174,0.07977991746905089
29,20.0,175,0.07950931394820536,175,0.07950931394820536
30,13.0,175,0.07904245709123758,175,0.07904245709123758
31,88.0,181,0.078627280625543,181,0.078627280625543
32,54.0,184,0.07809847198641766,184,0.07809847198641766
33,170.0,204,0.08076009501187649,204,0.08076009501187649
34,109.0,210,0.07969639468690702,210,0.07969639468690702
35,70.0,213,0.07874306839186691,213,0.07874306839186691
36,106.0,221,0.07861970828886518,221,0.07861970828886518
37,18.0,224,0.07917992223400495,224,0.07917992223400495
38,45.0,225,0.07828810020876827,225,0.07828810020876827
39,48.0,226,0.07734428473648186,226,0.07734428473648186
40,141.0,236,0.07704864511916422,236,0.07704864511916422
41,111.0,240,0.07561436672967864,240,0.07561436672967864
42,53.0,245,0.07592190889370933,245,0.07592190889370933
43,176.0,252,0.07405230678812812,252,0.07405230678812812
44,108.0,260,0.07405297636001139,260,0.07405297636001139
45,59.0,267,0.07478991596638655,267,0.07478991596638655
46,42.0,267,0.0739202657807309,267,0.0739202657807309
47,74.0,270,0.07325013564839934,270,0.07325013564839934
48,142.0,282,0.07366771159874608,282,0.07366771159874608
49,164.0,297,0.07439879759519039,297,0.07439879759519039
50,119.0,298,0.07248844563366577,298,0.07248844563366577
51,260.0,307,0.07023564401738733,307,0.07023564401738733
52,13.0,308,0.07025547445255474,308,0.07025547445255474
53,73.0,308,0.0691047789993269,308,0.0691047789993269
54,89.0,311,0.06841179058512978,311,0.06841179058512978
55,296.0,329,0.06794712928541925,329,0.06794712928541925
56,98.0,334,0.06761133603238867,334,0.06761133603238867
57,104.0,337,0.06681205392545599,337,0.06681205392545599
58,110.0,343,0.06655025223127668,343,0.06655025223127668
59,197.0,349,0.06522145393384414,349,0.06522145393384414
60,47.0,350,0.06483882919599852,350,0.06483882919599852
61,128.0,355,0.06424176619616359,355,0.06424176619616359
62,155.0,368,0.06477732793522267,368,0.06477732793522267
63,84.0,370,0.06418039895923677,370,0.06418039895923677
64,51.0,374,0.06430536451169189,374,0.06430536451169189
65,28.0,376,0.06433949349760439,376,0.06433949349760439
66,129.0,391,0.06546124225682237,391,0.06546124225682237
67,294.0,416,0.06637944790170736,416,0.06637944790170736
68,146.0,419,0.06533603617651645,419,0.06533603617651645
69,112.0,422,0.0646743295019157,422,0.0646743295019157
70,405.0,449,0.06479076479076479,449,0.06479076479076479
71,108.0,457,0.06493321966467747,457,0.06493321966467747
72,105.0,466,0.06523869522609547,466,0.06523869522609547
73,123.0,466,0.06413432424993118,466,0.06413432424993118
74,103.0,470,0.06378070294476862,470,0.06378070294476862
75,191.0,483,0.06388888888888888,483,0.06388888888888888
76,77.0,483,0.06324472960586618,483,0.06324472960586618
77,39.0,483,0.06292339760291818,483,0.06292339760291818
78,120.0,488,0.06259620318111853,488,0.06259620318111853
79,74.0,492,0.0625158831003812,492,0.0625158831003812
80,242.0,511,0.0629930966469428,511,0.0629930966469428
81,285.0,525,0.06252232940335835,525,0.06252232940335835
82,343.0,553,0.06327231121281464,553,0.06327231121281464
83,161.0,569,0.06392540164026514,569,0.06392540164026514
84,200.0,582,0.06394901659158335,582,0.06394901659158335
85,206.0,585,0.06285591490276136,585,0.06285591490276136
86,195.0,595,0.06261839612713113,595,0.06261839612713113
87,129.0,608,0.06312947772816946,608,0.06312947772816946
88,127.0,615,0.06302521008403361,615,0.06302521008403361
89,108.0,622,0.06304480032434624,622,0.06304480032434624
90,119.0,626,0.06269404106159239,626,0.06269404106159239
91,167.0,636,0.06264775413711583,636,0.06264775413711583
92,175.0,643,0.06226396823859785,643,0.06226396823859785
93,125.0,655,0.06266743207041714,655,0.06266743207041714
94,45.0,659,0.06277984185957892,659,0.06277984185957892
95,135.0,668,0.06282919488337095,668,0.06282919488337095
96,163.0,684,0.06336266790180639,684,0.06336266790180639
97,132.0,691,0.06323785119428937,691,0.06323785119428937
98,13.0,691,0.06316270566727605,691,0.06316270566727605
99,123.0,706,0.06381632468588991,706,0.06381632468588991
100,111.0,713,0.06380884195453732,713,0.06380884195453732
101,121.0,727,0.06436476316954405,727,0.06436476316954405
102,21.0,728,0.06433368681512902,728,0.06433368681512902
103,108.0,734,0.06425070028011204,734,0.06425070028011204
104,228.0,763,0.06548232063165121,763,0.06548232063165121
105,61.0,766,0.06539742166823188,766,0.06539742166823188
106,134.0,777,0.06558622436059762,777,0.06558622436059762
107,21.0,778,0.06555443208628244,778,0.06555443208628244
108,163.0,794,0.06599617654392818,794,0.06599617654392818
109,79.0,796,0.0657308009909166,796,0.0657308009909166
110,81.0,803,0.0658682634730539,803,0.0658682634730539
111,79.0,803,0.0654441727791361,803,0.0654441727791361
