ALE/Seaquest-v5	DQN	seaquest_low_oxygen_go_up.cnf	PostShield	1	313.40	92.65	1837	0.0190	1837	0.0190
ALE/Seaquest-v5	DQN	seaquest_low_oxygen_go_up.cnf	PostShield	2	474.80	131.14	9889	0.0786	9889	0.0786
